0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
84.8,378,6,0,0,0,0,0,9.1,4.5,0.9,0,0
21.9,379,1,0,0,0,0,0,77.1,33.6,0.7,0,0
90.2,380,3.1,0,0,0,0,0,6.8,2.1,0.1,0,0
74.4,381,11.7,0,0,0,0,0,13.9,8.3,3.4,0.5,0
9.2,382,85,59.1,10.5,0,0,0,5.8,2.2,0,0,0
93.7,383,6.3,0.1,0,0,0,0,0,0,0,0,0
10.2,384,1,0,0,0,0,0,88.8,46.1,7.8,0,0
4.5,385,92.2,81.8,49.8,18.3,0,0,3.4,0.3,0,0,0
43.2,386,51.9,29.7,10.9,2,0,0,4.9,0,0,0,0
78.6,387,6.4,1.2,0,0,0,0,14.9,0,0,0,0
82.4,388,0,0,0,0,0,0,17.6,3.5,0,0,0
88.2,389,4.5,0,0,0,0,0,7.2,0.1,0,0,0
89.4,390,4.8,0.1,0,0,0,0,5.8,0.6,0,0,0
93.9,391,0.7,0,0,0,0,0,5.4,0,0,0,0
12,392,88,47.3,2.9,0.3,0,0,0,0,0,0,0
33.3,393,61.2,35,2.1,0,0,0,5.5,1.5,0.6,0,0
53,394,4.1,0.1,0,0,0,0,42.9,16.4,1,0,0
81.2,395,0.1,0,0,0,0,0,18.7,1.4,0.3,0,0
58.4,396,37.2,0,0,0,0,0,4.4,0,0,0,0
67.8,397,3,0.1,0,0,0,0,29.1,1.8,0,0,0
63.5,398,34.7,0.2,0,0,0,0,1.9,0,0,0,0
21.6,399,71.3,7.8,0,0,0,0,7,4.5,2.2,0.1,0
16.3,400,83.6,24.8,2,0.1,0,0,0,0,0,0,0
61.4,401,2.1,0,0,0,0,0,36.6,6.4,1.7,0.1,0
59.4,402,29.2,13.1,6.8,2.2,0.2,0,11.3,4.5,0.7,0,0
5.9,403,93.7,58.4,25.9,0.3,0,0,0.3,0,0,0,0
33.8,404,8.5,0.2,0,0,0,0,57.7,15.4,2.7,0,0
80.5,405,19.5,5.9,0.1,0,0,0,0,0,0,0,0
71.7,406,19,1.4,0,0,0,0,9.3,2.3,0.9,0.2,0
27.5,407,1.3,0,0,0,0,0,71.2,39.3,12.9,3.9,0
10.7,408,1,0,0,0,0,0,88.3,59.9,34.9,15.9,6.2
55.1,409,41.8,1.7,0,0,0,0,3.2,0,0,0,0
60,410,1.4,0,0,0,0,0,38.7,15.9,5.9,0,0
90.6,411,1,0,0,0,0,0,8.4,5,0.7,0.1,0
56.2,412,12.4,6.6,3.7,0.5,0,0,31.5,10.6,0.4,0,0
6.6,413,0,0,0,0,0,0,93.3,25.8,6.4,1.7,0.1
32.2,414,0,0,0,0,0,0,67.8,41.2,19.3,0.5,0
29.1,415,27.2,17,8.1,3.9,0.3,0,43.8,28.6,20.2,9.8,0.8
84,416,16,2.7,0,0,0,0,0,0,0,0,0
87.9,417,0.7,0,0,0,0,0,11.4,2.6,0,0,0
45.9,418,39.2,19.9,2.1,0.1,0,0,14.9,4.7,0,0,0
27,419,71,0.2,0,0,0,0,2.1,0,0,0,0
46.8,420,53.1,16.8,0.5,0,0,0,0.1,0,0,0,0
46.1,421,1,0,0,0,0,0,52.9,18.8,0.3,0,0
26.4,422,1,0,0,0,0,0,72.7,35.5,10.7,0,0
31,423,66.4,36.7,3.5,0,0,0,2.8,0,0,0,0
95,424,5,0,0,0,0,0,0,0,0,0,0
81.9,425,18.1,1.4,0,0,0,0,0,0,0,0,0
0.6,426,99.5,91.8,29.3,0,0,0,0,0,0,0,0
29.9,427,67.8,22.9,0,0,0,0,2.3,0,0,0,0
97.8,428,0,0,0,0,0,0,2.2,0.3,0,0,0
42.8,429,51.6,1.3,0,0,0,0,5.5,1.4,0,0,0
51.6,430,0,0,0,0,0,0,48.4,4.5,0,0,0
8.9,431,91.1,70.8,17.7,0,0,0,0,0,0,0,0
59.5,432,39.9,0,0,0,0,0,0.7,0,0,0,0
1.8,433,0,0,0,0,0,0,98.2,95.4,81.3,40.9,10
39.8,434,1.2,0,0,0,0,0,58.9,34.2,13.1,0.7,0
70,435,11.3,0,0,0,0,0,18.7,0.1,0,0,0
11.3,436,0,0,0,0,0,0,88.7,68.3,29.1,3.1,0
41,437,8.7,4.5,1.5,0.1,0,0,50.4,12.6,1.8,0,0
22.6,438,68.2,14.7,0,0,0,0,9.3,2.4,0.3,0.2,0
34.4,439,62.8,31.3,0,0,0,0,2.9,0,0,0,0
84.6,440,14.5,1.7,0,0,0,0,0.9,0,0,0,0
39.5,441,8.8,0,0,0,0,0,51.8,27,5.5,0,0
30.9,442,62.9,12.2,4.1,0.4,0,0,6.2,0.7,0,0,0
43.3,443,26,14.6,0,0,0,0,30.8,20.2,13.6,10.6,6.1
80.5,444,8.3,0,0,0,0,0,11.2,2.7,0,0,0
32.7,445,0,0,0,0,0,0,67.3,28.9,7.4,0,0
9.5,446,82.7,34.2,0,0,0,0,7.9,5.4,1.5,0.1,0
5.5,447,94.5,90.7,68.1,0.6,0,0,0,0,0,0,0
79.5,448,15,2.4,0.1,0,0,0,5.4,1.4,0.1,0,0
7.8,449,84.3,60.8,9.5,2.4,0,0,7.9,7.2,5,4.5,2.1
30.2,450,2.8,0,0,0,0,0,67.2,41.9,8.7,2.3,0.1
75.7,451,7.7,1.2,0,0,0,0,16.6,3.3,0.3,0,0
6.4,452,93.6,79.9,31.2,1.7,0,0,0,0,0,0,0
16.2,453,81.6,27.4,0,0,0,0,2.3,0,0,0,0
55.9,454,0.3,0,0,0,0,0,43.8,2.8,0,0,0
0,455,100,96.1,49.1,5.2,0,0,0,0,0,0,0
0,456,100,47.8,0,0,0,0,0,0,0,0,0
51,457,49.1,0.7,0,0,0,0,0,0,0,0,0
73.7,458,2.8,0,0,0,0,0,23.4,0,0,0,0
14.9,459,0,0,0,0,0,0,85.2,61.5,35.9,12.3,0
59.6,460,40.4,0,0,0,0,0,0,0,0,0,0
12.9,461,87.2,54.5,0.7,0,0,0,0,0,0,0,0
100,462,0,0,0,0,0,0,0,0,0,0,0
0.6,463,99.5,89.4,42.3,2.6,0,0,0,0,0,0,0
84.1,464,3.3,0,0,0,0,0,12.6,0,0,0,0
7.4,465,0,0,0,0,0,0,92.6,14.4,0,0,0
77.3,466,22.8,0,0,0,0,0,0,0,0,0,0
86.2,467,3.2,0,0,0,0,0,10.7,3.5,0.1,0,0
60.1,468,0,0,0,0,0,0,39.9,1,0,0,0
63.3,469,34.7,10.1,0,0,0,0,2.1,0,0,0,0
59.5,470,15.5,0,0,0,0,0,25,0.2,0,0,0
16.6,471,83.4,13.4,0,0,0,0,0,0,0,0,0
7.7,472,85.1,8.9,0,0,0,0,7.3,4.7,1.1,0.1,0
16.5,473,83.5,66.5,13.3,0,0,0,0,0,0,0,0
4.9,474,87.8,61.7,2.4,0,0,0,7.3,5,2.9,0.3,0
22.3,475,0.1,0,0,0,0,0,77.6,18.6,4.7,0.9,0.1
93.3,476,4.1,0,0,0,0,0,2.6,0,0,0,0
1.8,477,0,0,0,0,0,0,98.2,80.8,48,24.3,2.2
76.3,478,3.9,0,0,0,0,0,19.8,0.1,0,0,0
93.3,479,2.4,0.6,0,0,0,0,4.2,0.7,0,0,0
47.3,480,12.4,0,0,0,0,0,40.2,17.4,2.1,0,0
85.2,481,9.2,0,0,0,0,0,5.6,0.2,0,0,0
53.7,482,4,0,0,0,0,0,42.3,3.2,0,0,0
72.3,483,20.9,0,0,0,0,0,6.8,4.2,1.1,0.1,0
10.3,484,0,0,0,0,0,0,89.8,19.3,0,0,0
80.8,485,16.1,0,0,0,0,0,3.1,0.1,0,0,0
15.6,486,75.4,21.1,2,0,0,0,9,4.9,0.7,0,0
47,487,0,0,0,0,0,0,53,0,0,0,0
25.4,488,74.6,16.5,2.8,0.5,0,0,0,0,0,0,0
29.7,489,0.7,0.1,0,0,0,0,69.5,46.2,22.4,4.1,0
10,490,0,0,0,0,0,0,90,48.1,0,0,0
93.4,491,3.7,0,0,0,0,0,3,0,0,0,0
59.3,492,0,0,0,0,0,0,40.8,6.2,0.5,0,0
12.9,493,87,42.1,7.4,0,0,0,0,0,0,0,0
10.3,494,0,0,0,0,0,0,89.7,22.8,0,0,0
10.3,495,0,0,0,0,0,0,89.7,71,50.9,16.2,2.2
8.1,496,0,0,0,0,0,0,91.9,73.8,14.6,0,0
74.3,497,0,0,0,0,0,0,25.7,0,0,0,0
70.1,498,0,0,0,0,0,0,29.9,3.1,0,0,0
1.7,499,0,0,0,0,0,0,98.3,42.7,0,0,0
53.6,500,34.3,0.3,0,0,0,0,12.2,8.1,5.3,2.4,0.1
63.4,501,23.4,7.4,0,0,0,0,13.2,9.4,7.8,5.5,2
36.2,502,0,0,0,0,0,0,63.8,35.8,5.1,1.9,0
27.5,503,0,0,0,0,0,0,72.5,43.6,19.2,5.3,0
0.2,504,0,0,0,0,0,0,99.8,82.7,54.5,22.6,3.4
77.6,505,12.1,5,0.3,0,0,0,10.3,0,0,0,0
72.5,506,27.5,2.1,0.1,0,0,0,0,0,0,0,0
11.1,507,79.7,24.8,0,0,0,0,9.1,2.1,0,0,0
17.4,508,75.9,56.9,0.7,0,0,0,6.7,1.6,0,0,0
71.2,509,5.9,0,0,0,0,0,22.9,12.3,5.8,0.7,0
15.2,510,0,0,0,0,0,0,84.8,21.8,0,0,0
89,511,0,0,0,0,0,0,11,0,0,0,0
15.3,512,77.2,39.2,0.8,0,0,0,7.5,3.7,0.1,0,0
5.9,513,94.1,76.3,35.3,2.1,0,0,0,0,0,0,0
54.3,514,19.7,0,0,0,0,0,26.1,15.6,9,1.6,0
16.6,515,81.4,42.1,13.4,0,0,0,2,0.7,0,0,0
4.2,516,95.8,76.5,46.8,22.7,2.6,0,0,0,0,0,0
7.3,517,92.7,66,34.7,5.3,0,0,0,0,0,0,0
80.4,518,18.9,4.7,0.2,0,0,0,0.7,0,0,0,0
82.3,519,17.7,0.3,0,0,0,0,0,0,0,0,0
2,520,98,69.4,8.9,0.1,0,0,0,0,0,0,0
92.7,521,3.4,0,0,0,0,0,3.8,0.7,0,0,0
28.9,522,0,0,0,0,0,0,71.1,39.3,12.5,0,0
10.7,523,0,0,0,0,0,0,89.3,79.5,60.7,36.5,15.9
70.6,524,29.4,0,0,0,0,0,0,0,0,0,0
54.5,525,36.8,0,0,0,0,0,8.7,5.5,1.5,0,0
2.1,526,97.9,96.2,81,52.5,22.5,0,0,0,0,0,0
52.9,527,46.6,1.6,0,0,0,0,0.4,0,0,0,0
88.4,528,7.3,1.6,0,0,0,0,4.3,1.8,0,0,0
89.1,529,2.7,0.6,0.1,0,0,0,8.2,5.4,1.1,0.1,0
25.9,530,0.8,0,0,0,0,0,73.4,27.2,0,0,0
53.7,531,42.7,0.8,0,0,0,0,3.6,0.1,0,0,0
76.1,532,0,0,0,0,0,0,23.9,7.3,2.4,0.4,0
58.7,533,23.6,0,0,0,0,0,17.7,7.2,1.6,0.4,0
50.7,534,4.2,0,0,0,0,0,45.1,5.6,0,0,0
34.4,535,65.6,29.2,4.3,0,0,0,0,0,0,0,0
3,536,97,69,8.1,0,0,0,0,0,0,0,0
62.7,537,0,0,0,0,0,0,37.3,0,0,0,0
68.8,538,2.3,0,0,0,0,0,28.9,6.1,0.3,0,0
19.8,539,78.3,22.1,0,0,0,0,1.9,0,0,0,0
90.1,540,2.6,0,0,0,0,0,7.4,2.3,0,0,0
73.4,541,0.4,0,0,0,0,0,26.2,2.6,0,0,0
4.9,542,95.1,85.5,40.6,0.3,0,0,0,0,0,0,0
1.8,543,98.3,96.4,64.4,2.9,0,0,0,0,0,0,0
45.6,544,8.7,2.1,0,0,0,0,45.7,1.4,0,0,0
85.9,545,5.2,0.1,0,0,0,0,8.8,3.1,0,0,0
0,546,0,0,0,0,0,0,100,80.6,40.9,15.7,1.7
3.5,547,0,0,0,0,0,0,96.6,88.8,72.8,28.8,5.2
17.2,548,0.7,0,0,0,0,0,82.1,42.1,8.7,0.1,0
1.6,549,0,0,0,0,0,0,98.5,66.2,29.5,5.1,0
15.4,550,0,0,0,0,0,0,84.6,43.2,14.9,0.1,0
8.4,551,0,0,0,0,0,0,91.6,63.8,25.3,1,0
14.4,552,0,0,0,0,0,0,85.6,55.5,11.6,1,0
91.7,553,0.7,0,0,0,0,0,7.6,1.7,0,0,0
0,554,100,95.2,77.9,24.3,0,0,0,0,0,0,0
16.9,555,0,0,0,0,0,0,83.1,33.9,1.1,0,0
39.7,556,0,0,0,0,0,0,60.3,19.4,0,0,0
29.6,557,0,0,0,0,0,0,70.4,45,21.9,3,0
66.5,558,21,0,0,0,0,0,12.6,1.2,0,0,0
83.3,559,0,0,0,0,0,0,16.7,5.1,0.6,0,0
93.4,560,3,0,0,0,0,0,3.7,0,0,0,0
22.7,561,74.8,53,3.1,0,0,0,2.5,0.3,0,0,0
44.8,562,4.6,0.5,0,0,0,0,50.6,4.5,0,0,0
0,563,100,82.3,61.9,42.7,22.9,0,0,0,0,0,0
43.2,564,49.3,15.2,4.5,0.2,0,0,7.5,1.1,0,0,0
12.3,565,87.7,60.5,18.7,0,0,0,0,0,0,0,0
80.4,566,12,0,0,0,0,0,7.6,0,0,0,0
36,567,0,0,0,0,0,0,63.9,29.1,6.4,0.6,0
13.4,568,86.6,45.1,0.7,0,0,0,0,0,0,0,0
12.3,569,87.7,75.2,53,25.5,1,0,0,0,0,0,0
48.5,570,43,7.4,0.6,0,0,0,8.6,0,0,0,0
3.8,571,0,0,0,0,0,0,96.3,79.9,23.5,0,0
16.9,572,0,0,0,0,0,0,83.1,48.7,18,0.4,0
18.1,573,0,0,0,0,0,0,81.9,7.9,0,0,0
5.7,574,0,0,0,0,0,0,94.4,84.7,63.1,24.1,6.7
3.5,575,0,0,0,0,0,0,96.5,89.7,83.5,70.5,50.4
38,576,0.1,0,0,0,0,0,61.9,15.6,0,0,0
73.5,577,5.9,0,0,0,0,0,20.6,0.3,0,0,0
14,578,86,42.1,1.1,0,0,0,0,0,0,0,0
65.3,579,30.8,2.1,0,0,0,0,4.1,1.1,0.1,0,0
56,580,40.4,3,0,0,0,0,3.7,1.1,0.1,0,0
9.1,581,0,0,0,0,0,0,91,42.2,10.3,2.3,0.6
5.3,582,0,0,0,0,0,0,94.8,18.1,4.4,0.2,0
58.3,583,0,0,0,0,0,0,41.7,24.1,4.9,0.1,0
34.7,584,64.5,33,3.9,0,0,0,0.9,0,0,0,0
95.5,585,0,0,0,0,0,0,4.5,0.7,0,0,0
88.9,586,4,0,0,0,0,0,7.1,1.6,0.3,0,0
18.4,587,3.5,0.8,0,0,0,0,78.1,48,5.5,0,0
2.8,588,97.2,56.9,13.2,0,0,0,0,0,0,0,0
0.7,589,0,0,0,0,0,0,99.3,91.3,69,31.5,5.1
2.3,590,97.7,54,8.7,0.1,0,0,0,0,0,0,0
0,591,99.9,79.9,61.8,39.9,18.8,0,0,0,0,0,0
5.8,592,0,0,0,0,0,0,94.3,55.4,3.5,0.1,0
6.6,593,0,0,0,0,0,0,93.4,32.6,0,0,0
19.8,594,2,0.2,0,0,0,0,78.2,14.8,0,0,0
9.7,595,0,0,0,0,0,0,90.4,39.4,4.5,0,0
83.7,596,11.4,2,0.1,0,0,0,4.9,0,0,0,0
58,597,40.4,7.1,0,0,0,0,1.5,0,0,0,0
57.8,598,12.3,0,0,0,0,0,30,13.7,0,0,0
6.4,599,93.6,28,1.6,0,0,0,0,0,0,0,0
15.3,600,7,0.3,0,0,0,0,77.7,49.5,12.6,0.7,0
19,601,0,0,0,0,0,0,81,40.5,5.2,0.4,0
64.8,602,0.8,0,0,0,0,0,34.4,1.6,0,0,0
18.9,603,81.1,20.1,0,0,0,0,0,0,0,0,0
45.4,604,53.9,1.5,0,0,0,0,0.8,0.3,0,0,0
79.6,605,0,0,0,0,0,0,20.4,0,0,0,0
54.6,606,44.7,7,0.8,0,0,0,0.8,0,0,0,0
98.8,607,1.2,0,0,0,0,0,0,0,0,0,0
5.5,608,0,0,0,0,0,0,94.5,62.4,7.2,0,0
64.7,609,3.8,0,0,0,0,0,31.5,0,0,0,0
55.7,610,38.4,2,0,0,0,0,6,2.8,0,0,0
0,611,100.1,99.7,72.3,48.2,27.5,0,0,0,0,0,0
82.1,612,17.9,9,5.2,1.8,0.3,0,0,0,0,0,0
80.3,613,19.8,0.3,0,0,0,0,0,0,0,0,0
69.1,614,30.9,0.3,0,0,0,0,0,0,0,0,0
3.6,615,96.4,60.4,12.7,0,0,0,0,0,0,0,0
63.3,616,36.7,7.8,0.7,0,0,0,0,0,0,0,0
77,617,9.6,0.8,0,0,0,0,13.5,2.4,0,0,0
44.2,618,10.6,0.1,0,0,0,0,45.2,21.9,0.4,0,0
55.5,619,44.1,12.8,0,0,0,0,0.4,0,0,0,0
0.5,620,99.5,95.5,73.3,13,0,0,0,0,0,0,0
13.2,621,2.3,0,0,0,0,0,84.6,59.7,18.8,0,0
7.6,622,0.3,0,0,0,0,0,92,87,80.9,70.6,58.2
29,623,0.2,0,0,0,0,0,70.8,20.1,3.5,0,0
88.4,624,11.6,1.7,0.1,0,0,0,0,0,0,0,0
6,625,94.1,3.1,0,0,0,0,0,0,0,0,0
0.5,626,99.5,29.4,2.8,0,0,0,0,0,0,0,0
71.7,627,16.3,2.8,0.2,0,0,0,12,0,0,0,0
1,628,0,0,0,0,0,0,99,78.1,49.1,15.1,0.5
22.3,629,0,0,0,0,0,0,77.7,13.7,3.5,0.4,0
2.2,630,97.8,88.1,54.7,14.8,0.2,0,0,0,0,0,0
63.8,631,36.1,3.2,0.1,0,0,0,0.1,0,0,0,0
77.6,632,0,0,0,0,0,0,22.4,5.4,0.5,0,0
52.1,633,40.3,0.7,0,0,0,0,7.5,3.3,0.8,0,0
29.1,634,70.7,26.7,0,0,0,0,0.2,0,0,0,0
75.8,635,1.8,0,0,0,0,0,22.4,0.3,0,0,0
0,636,0,0,0,0,0,0,100.1,100.1,98.9,96.8,92.9
5.2,637,0,0,0,0,0,0,94.8,55.9,32.4,10.8,2.4
73.5,638,16,1.8,0.5,0.1,0,0,10.6,0,0,0,0
41,639,57.9,2.2,0,0,0,0,1.1,0,0,0,0
15.3,640,84.7,46.9,11.9,0.1,0,0,0,0,0,0,0
5.2,641,1.6,0.1,0,0,0,0,93.2,71.6,30.5,7,0
72.6,642,27.4,11.8,4.8,1.2,0,0,0,0,0,0,0
37.5,643,31.5,16.5,7.7,3.3,0.6,0,31.1,18.4,7.8,1.2,0
79.4,644,20.5,0.8,0,0,0,0,0.1,0,0,0,0
0,645,100.1,99.9,98.6,85,31.1,0,0,0,0,0,0
3.1,646,96.9,93.9,85.3,32.8,2.3,0,0,0,0,0,0
36.9,647,63.1,17.6,0,0,0,0,0,0,0,0,0
42.7,648,52.9,8.3,0.3,0,0,0,4.3,0,0,0,0
13.5,649,3,0.6,0,0,0,0,83.5,37.7,2.4,0,0
34.9,650,0,0,0,0,0,0,65.1,18.9,0,0,0
29.2,651,70.8,33.8,5.8,1.1,0,0,0,0,0,0,0
93.8,652,4.9,0,0,0,0,0,1.4,0,0,0,0
74.9,653,5.6,1.4,0.1,0,0,0,19.4,0,0,0,0
71.4,654,28.3,0,0,0,0,0,0.3,0,0,0,0
64.8,655,0,0,0,0,0,0,35.2,6.2,0,0,0
6.4,656,0,0,0,0,0,0,93.7,79.4,57.4,30.7,10.2
41.3,657,13.4,5.9,0,0,0,0,45.3,30.5,15.4,6.1,0
63.3,658,35.3,5.3,1.8,0.1,0,0,1.4,0,0,0,0
90.9,659,5.5,0,0,0,0,0,3.6,0,0,0,0
0.2,660,99.8,96.3,84,31,0,0,0,0,0,0,0
5.1,661,94.9,71.2,14.5,1.9,0,0,0,0,0,0,0
72.4,662,10.8,0,0,0,0,0,16.8,2.5,0.1,0,0
7.4,663,92.4,73.1,3.9,0,0,0,0.2,0,0,0,0
3.8,664,96.3,73.8,32.9,5.3,0,0,0,0,0,0,0
18.4,665,0,0,0,0,0,0,81.6,28.7,0,0,0
9.4,666,0,0,0,0,0,0,90.6,24.5,2.1,0,0
5.7,667,0,0,0,0,0,0,94.3,82.1,27.1,1.4,0
57.8,668,0,0,0,0,0,0,42.3,17.3,0.2,0,0
57.4,669,40.9,2.5,0,0,0,0,1.7,0,0,0,0
90.5,670,1.1,0,0,0,0,0,8.4,0,0,0,0
89.2,671,0.7,0,0,0,0,0,10,2.2,0.4,0,0
49,672,0,0,0,0,0,0,51.1,26.3,8.3,0,0
2.9,673,0,0,0,0,0,0,97,75.8,51,33.3,13.8
70.1,674,5.9,0.8,0,0,0,0,24,9.8,3.2,0,0
93.8,675,0,0,0,0,0,0,6.2,0.2,0,0,0
47,676,0.5,0,0,0,0,0,52.5,2.5,0,0,0
0,677,100,96.9,61.4,13.7,0.7,0,0,0,0,0,0
7.9,678,92.1,40.7,19.4,6.4,2.9,0,0,0,0,0,0
36.4,679,0,0,0,0,0,0,63.6,21,1,0,0
100,680,0,0,0,0,0,0,0,0,0,0,0
57.2,681,42.8,1.7,0,0,0,0,0,0,0,0,0
36.1,682,0,0,0,0,0,0,63.9,6.1,0,0,0
22.9,683,4.2,0,0,0,0,0,73,34.7,4.9,0,0
7,684,0,0,0,0,0,0,92.9,83.6,70.9,45.7,20.2
13.4,685,3.6,1.4,0.1,0,0,0,83,18.2,0,0,0
0,686,99.9,95.5,41.7,2.7,0,0,0,0,0,0,0
50.6,687,47.6,8.8,0,0,0,0,1.8,0,0,0,0
6.8,688,0,0,0,0,0,0,93.1,58.5,29.6,2.1,0
0.9,689,0,0,0,0,0,0,99.1,97.7,93.5,80,47.3
51.7,690,31.1,2,0,0,0,0,17.3,2,0,0,0
31,691,0,0,0,0,0,0,69,44.8,12.7,0,0
60.5,692,17.8,0,0,0,0,0,21.7,3.3,0.9,0,0
31.3,693,0,0,0,0,0,0,68.7,26.7,0,0,0
57.2,694,42.8,11.1,0,0,0,0,0,0,0,0,0
41,695,0,0,0,0,0,0,59,22.1,0.3,0,0
77.2,696,9.5,0.4,0,0,0,0,13.4,0,0,0,0
74.5,697,4.5,0.6,0.1,0,0,0,20.9,4.3,1,0.4,0
92.4,698,7.7,0.1,0,0,0,0,0,0,0,0,0
50.3,699,44.5,23.6,11.1,3.6,0.1,0,5.4,1.3,0,0,0
53.9,700,37,4.7,0,0,0,0,9,1.3,0,0,0
79,701,21,10,7.8,5.6,1.2,0,0,0,0,0,0
92,702,8,0.2,0,0,0,0,0,0,0,0,0
94.3,703,5.6,0.2,0,0,0,0,0,0,0,0,0
0,704,100,89.2,51.3,17.2,0,0,0,0,0,0,0
37.9,705,60.1,6.2,0,0,0,0,1.9,0,0,0,0
0.2,706,99.7,84.7,28.2,3.3,0,0,0,0,0,0,0
7.7,707,92.4,58.3,29.5,12.8,5.1,0,0,0,0,0,0
55.1,708,0.2,0,0,0,0,0,44.7,8.1,2.8,0.1,0
0,709,100,61.2,3.4,0,0,0,0,0,0,0,0
65,710,0,0,0,0,0,0,35,0.5,0,0,0
53.1,711,46.6,0,0,0,0,0,0.4,0,0,0,0
4.7,712,95.3,74.1,11.2,0,0,0,0,0,0,0,0
87.4,713,7.7,0,0,0,0,0,5,0.1,0,0,0
37.2,714,0,0,0,0,0,0,62.8,0,0,0,0
83,715,0,0,0,0,0,0,17.1,2.2,0.3,0,0
74.5,716,20,4.2,0,0,0,0,5.6,0,0,0,0
34,717,65,31.3,0.3,0,0,0,1,0.1,0,0,0
13.1,718,80.2,21.7,0,0,0,0,6.6,3.2,0.3,0,0
24.5,719,2.1,0,0,0,0,0,73.4,30.5,0.8,0,0
19.3,720,4.7,0,0,0,0,0,76,48.2,3.7,0,0
54.5,721,31.5,2.7,0,0,0,0,14,0.7,0,0,0
36.8,722,63.1,0,0,0,0,0,0.1,0,0,0,0
37.4,723,59.9,29.6,0,0,0,0,2.8,0.8,0,0,0
1,724,99,75,21.2,0,0,0,0.1,0,0,0,0
48,725,0,0,0,0,0,0,52,4,0,0,0
78.2,726,0,0,0,0,0,0,21.8,2.5,0,0,0
87.8,727,0.7,0.1,0,0,0,0,11.5,0,0,0,0
1.5,728,0,0,0,0,0,0,98.5,89.6,62,9.8,0
67.1,729,0.2,0,0,0,0,0,32.7,5.7,0,0,0
7.8,730,0,0,0,0,0,0,92.2,86.6,76.3,36.7,16.8
0.4,731,0,0,0,0,0,0,99.7,94.5,83.7,68.2,36.5
59,732,0,0,0,0,0,0,41,14.2,1.2,0,0
41.7,733,0.1,0,0,0,0,0,58.2,5.2,0,0,0
77.5,734,22.5,6.7,2.6,0,0,0,0,0,0,0,0
34.2,735,61.9,7.3,0,0,0,0,4.1,0.1,0,0,0
74.6,736,9.5,2.4,0,0,0,0,15.9,7,2.6,0.1,0
49,737,1.6,0,0,0,0,0,49.4,17.3,2.3,0,0
0,738,100,100,94.4,74.5,47.5,0,0,0,0,0,0
0,739,99.9,98.4,54.3,6.1,0,0,0,0,0,0,0
39.8,740,0,0,0,0,0,0,60.2,21.7,0.1,0,0
67.1,741,23.9,0,0,0,0,0,8.9,2.9,0,0,0
9.8,742,82.9,74.3,35.4,0,0,0,7.2,2.8,0.6,0,0
46.9,743,24.2,4.4,0,0,0,0,29,9.1,0.7,0,0
79,744,19.9,1.9,0,0,0,0,1.1,0.1,0,0,0
70,745,30,1.7,0.1,0,0,0,0,0,0,0,0
38.3,746,0,0,0,0,0,0,61.7,11.9,1.7,0,0
55,747,4.3,0.3,0,0,0,0,40.7,17.6,6.9,3.6,0.4
13.3,748,86.7,48.4,14.4,0,0,0,0,0,0,0,0
60.8,749,17.6,5.1,0.1,0,0,0,21.8,9.1,3.9,0.8,0
42.4,750,57.7,27.3,7.3,0,0,0,0,0,0,0,0
0,751,100,98.1,77.8,43,20.1,0,0,0,0,0,0
54.6,752,44.3,1,0,0,0,0,1.1,0,0,0,0
92.1,753,0,0,0,0,0,0,7.9,0.2,0,0,0
96.2,754,1.4,0,0,0,0,0,2.3,0,0,0,0
83.5,755,11.5,5.5,0.5,0,0,0,5,0.3,0,0,0
73.5,756,26.5,0,0,0,0,0,0,0,0,0,0
13.5,757,86.5,53.6,4,0,0,0,0,0,0,0,0
92.3,758,2,0.1,0,0,0,0,5.7,0,0,0,0
24.8,759,0,0,0,0,0,0,75.2,45.9,4.5,0,0
65.1,760,21.7,2.4,0,0,0,0,13.2,0.9,0,0,0
40.7,761,48.5,24.5,4.6,0,0,0,10.8,7.1,3.8,1.4,0.6
32.8,762,57.8,7.9,0,0,0,0,9.5,2.5,0,0,0
94.2,763,5.8,0,0,0,0,0,0,0,0,0,0
83.8,764,13.7,0,0,0,0,0,2.5,0,0,0,0
25,765,0,0,0,0,0,0,75,41,14.3,1.7,0
0,766,0,0,0,0,0,0,100,98.4,49.4,17.1,0.3
71.5,767,28.5,4.4,0.6,0,0,0,0,0,0,0,0
3.6,768,0,0,0,0,0,0,96.4,73.4,21.5,0,0
71.3,769,0,0,0,0,0,0,28.8,9,0.1,0,0
13.9,770,86.1,43.2,0,0,0,0,0,0,0,0,0
12.3,771,87.7,30.6,5.5,0,0,0,0,0,0,0,0
8.1,772,0,0,0,0,0,0,92,78.2,30,0.3,0
77.2,773,0,0,0,0,0,0,22.8,0,0,0,0
0,774,100.1,83.6,31.6,0,0,0,0,0,0,0,0
47.2,775,52.8,2.2,0.1,0,0,0,0,0,0,0,0
48.4,776,0,0,0,0,0,0,51.7,1.2,0,0,0
54.5,777,0,0,0,0,0,0,45.5,13.9,1.9,0,0
56.7,778,43.3,13.1,0.3,0,0,0,0,0,0,0,0
3,779,97,69.4,36.7,1.7,0,0,0,0,0,0,0
13.9,780,0,0,0,0,0,0,86.2,53.4,24.2,3.9,0.3
35.2,781,0.4,0,0,0,0,0,64.4,15.7,1.8,0,0
9.6,782,90.5,64,26.7,2.1,0,0,0,0,0,0,0
