0,DATE,D0,D1,D2,D3,D4,-9,W0,W1,W2,W3,W4
2.5,1186,97.5,82,39.9,0.3,0,0,0,0,0,0,0
54.5,1187,37.9,0,0,0,0,0,7.6,0.2,0,0,0
65.4,1188,7.5,0,0,0,0,0,27.1,9.1,0.3,0,0
96.7,1189,1.9,0,0,0,0,0,1.4,0,0,0,0
28.8,1190,0,0,0,0,0,0,71.1,11.2,0,0,0
87.6,1191,6.5,0,0,0,0,0,6,0,0,0,0
45,1192,33.3,0,0,0,0,0,21.8,0.8,0,0,0
84.4,1193,13.4,0.4,0,0,0,0,2.2,0,0,0,0
60.8,1194,15,5.2,0.1,0,0,0,24.2,0.4,0,0,0
5.1,1195,0,0,0,0,0,0,95,63,10.8,0.7,0
39.7,1196,4,0.1,0,0,0,0,56.2,21.2,0.8,0,0
2.9,1197,0,0,0,0,0,0,97.1,90.7,56.3,20.9,1.4
94.9,1198,4.4,0,0,0,0,0,0.8,0,0,0,0
48.7,1199,51.3,13.7,1.7,0,0,0,0,0,0,0,0
40.3,1200,1.7,0,0,0,0,0,58.1,44.4,29.9,18.3,5.8
16.1,1201,0.7,0.3,0,0,0,0,83,57.5,40.5,28.5,10
25.9,1202,0,0,0,0,0,0,74.2,27.6,14.4,0.3,0
7.5,1203,0,0,0,0,0,0,92.5,36.7,9.8,0,0
42.5,1204,0,0,0,0,0,0,57.4,36,8.3,0,0
64.1,1205,10.9,0,0,0,0,0,25.1,8.6,0,0,0
58.7,1206,28.5,0.9,0,0,0,0,12.9,1.8,0,0,0
89.3,1207,10.7,0,0,0,0,0,0,0,0,0,0
78.2,1208,21.8,2.4,0.8,0,0,0,0,0,0,0,0
2.6,1209,0,0,0,0,0,0,97.5,69.3,35.8,6.1,0
10.2,1210,0.1,0.1,0,0,0,0,89.6,31.4,15.3,4.4,0.4
1.3,1211,0,0,0,0,0,0,98.7,70.4,26.2,0.7,0
71.1,1212,0.4,0,0,0,0,0,28.6,0,0,0,0
87.1,1213,10,0.1,0,0,0,0,2.9,0,0,0,0
44.3,1214,55.6,17.3,0,0,0,0,0.1,0,0,0,0
20.5,1215,75.5,53.1,8.7,0,0,0,4,0,0,0,0
18.7,1216,81.3,61.2,6.4,0,0,0,0,0,0,0,0
0,1217,100,100,85.8,33.3,0.7,0,0,0,0,0,0
0,1218,100.1,55,15.1,1.6,0,0,0,0,0,0,0
18.8,1219,0,0,0,0,0,0,81.1,46.4,4.8,0,0
75.6,1220,0,0,0,0,0,0,24.4,2.1,0,0,0
23,1221,65.3,5.1,0,0,0,0,11.8,2.6,0,0,0
54,1222,2.3,0,0,0,0,0,43.7,25.5,7.1,0.1,0
76.4,1223,3.1,0,0,0,0,0,20.4,0,0,0,0
84.2,1224,2.4,0,0,0,0,0,13.5,0,0,0,0
68.2,1225,31.8,0.3,0,0,0,0,0,0,0,0,0
42.7,1226,0,0,0,0,0,0,57.3,17.4,0,0,0
9,1227,91.1,84.5,58.4,25.1,13.1,0,0,0,0,0,0
23.8,1228,0,0,0,0,0,0,76.2,37.1,4.9,0.1,0
14.7,1229,4.7,0.8,0,0,0,0,80.6,71,37,17.1,2.3
68.5,1230,16.6,2.1,0.1,0,0,0,14.9,0,0,0,0
49.1,1231,0.2,0,0,0,0,0,50.8,2.3,0,0,0
35.5,1232,0.7,0,0,0,0,0,63.7,10.6,0,0,0
11.4,1233,88.6,35.1,16,1.8,0,0,0,0,0,0,0
5,1234,95,50.5,29.1,15.1,5.2,0,0,0,0,0,0
80.5,1235,0.3,0,0,0,0,0,19.2,2.4,0,0,0
36.6,1236,63.3,33,1.8,0,0,0,0,0,0,0,0
54,1237,30.3,3.3,0,0,0,0,15.8,3.9,0,0,0
3.7,1238,0,0,0,0,0,0,96.3,79.2,25.6,0.5,0
0,1239,0,0,0,0,0,0,100,27.7,2.1,0,0
32.8,1240,67.2,18.5,0,0,0,0,0,0,0,0,0
35,1241,0,0,0,0,0,0,65.1,27.2,7.3,2.2,0
18.6,1242,0,0,0,0,0,0,81.4,18.5,2.8,0,0
87.4,1243,1.2,0.3,0,0,0,0,11.4,0,0,0,0
72.1,1244,8.4,2.7,0.1,0,0,0,19.5,4.5,1.6,0,0
77.7,1245,13.3,2.3,0,0,0,0,9,5.2,3,1.6,0.8
21,1246,77.8,28.7,1.9,0,0,0,1.3,0,0,0,0
23.3,1247,76.7,9.5,0,0,0,0,0,0,0,0,0
13.7,1248,0,0,0,0,0,0,86.4,48.5,23.2,2.3,0
9.1,1249,0,0,0,0,0,0,90.9,80,36.3,7.1,0
93.1,1250,6.9,0.1,0,0,0,0,0,0,0,0,0
0,1251,100,99.7,92.4,55.9,10.1,0,0,0,0,0,0
1,1252,99.1,40.3,0,0,0,0,0,0,0,0,0
51.1,1253,14.1,3.6,0,0,0,0,34.8,0.7,0,0,0
0,1254,100.1,94.8,75.5,16.2,0,0,0,0,0,0,0
83,1255,7,0.7,0,0,0,0,10.1,3.3,0,0,0
71.5,1256,4.7,0,0,0,0,0,23.9,0,0,0,0
67.5,1257,0,0,0,0,0,0,32.6,3.2,0,0,0
0,1258,100,90.3,63.2,45.2,26.3,0,0,0,0,0,0
21.3,1259,0,0,0,0,0,0,78.7,53.2,23.2,5.5,0
42,1260,0,0,0,0,0,0,58,18.5,1.7,0,0
91.9,1261,0.2,0,0,0,0,0,7.9,1.5,0,0,0
76.2,1262,11.6,1.5,0,0,0,0,12.3,0,0,0,0
25.5,1263,74.6,37.8,6.4,0.5,0,0,0,0,0,0,0
32.6,1264,67.4,31.1,5.3,0,0,0,0,0,0,0,0
59.9,1265,5.3,0.4,0,0,0,0,34.8,3.2,0,0,0
97.4,1266,0.9,0,0,0,0,0,1.8,0,0,0,0
43.6,1267,2.9,0,0,0,0,0,53.5,8.1,0,0,0
5.7,1268,0,0,0,0,0,0,94.2,71.5,12,0,0
24.4,1269,0,0,0,0,0,0,75.6,47,8.3,0.3,0
41.7,1270,58.4,19.6,0.3,0,0,0,0,0,0,0,0
82,1271,1,0,0,0,0,0,17,0,0,0,0
47.2,1272,9.3,0,0,0,0,0,43.5,0.4,0,0,0
9.6,1273,90.4,49.3,7.9,0,0,0,0,0,0,0,0
6.3,1274,93.7,51.7,28.1,13.7,4.5,0,0,0,0,0,0
14.1,1275,0,0,0,0,0,0,86,75.6,38.7,16.3,8.1
1,1276,99,55.9,9.5,0.9,0,0,0,0,0,0,0
10.4,1277,89.6,26.6,0,0,0,0,0,0,0,0,0
0.3,1278,99.7,84.1,11.5,0.6,0,0,0,0,0,0,0
60.4,1279,39.6,18.4,6.6,0,0,0,0,0,0,0,0
6.6,1280,93.1,34.6,1.2,0,0,0,0.3,0,0,0,0
34,1281,66,9.7,0,0,0,0,0,0,0,0,0
80.1,1282,16.2,0,0,0,0,0,3.7,0.1,0,0,0
6.4,1283,93.5,39.4,0,0,0,0,0.1,0,0,0,0
81.8,1284,18.2,0.1,0,0,0,0,0,0,0,0,0
32.6,1285,67.4,34.4,4.8,0.6,0.1,0,0,0,0,0,0
7.2,1286,92.8,21.4,0,0,0,0,0,0,0,0,0
63.9,1287,36.1,2.5,0,0,0,0,0,0,0,0,0
1.2,1288,98.8,88.9,28.4,0,0,0,0,0,0,0,0
49.9,1289,50.1,1.4,0,0,0,0,0,0,0,0,0
6.1,1290,0,0,0,0,0,0,93.9,43.7,10.5,0,0
86.9,1291,10.3,0,0,0,0,0,2.8,0,0,0,0
33.5,1292,66.1,21.9,3.4,0.5,0,0,0.4,0,0,0,0
86.9,1293,8.3,0.3,0,0,0,0,4.8,0,0,0,0
71.4,1294,27.5,0,0,0,0,0,1.1,0,0,0,0
4,1295,96,79.9,21.9,0.3,0,0,0,0,0,0,0
48.1,1296,51.9,5.6,0,0,0,0,0,0,0,0,0
55.6,1297,44.4,4.5,0,0,0,0,0,0,0,0,0
1.6,1298,0,0,0,0,0,0,98.5,73.5,27.1,2.2,0
52.1,1299,27.9,11.5,0.9,0,0,0,20,10.8,1.3,0,0
90.4,1300,6.1,0,0,0,0,0,3.5,0,0,0,0
13.9,1301,0,0,0,0,0,0,86.1,52.6,10.5,3.2,0
4,1302,0,0,0,0,0,0,96.1,77.7,49.5,15.7,2.8
5.7,1303,0,0,0,0,0,0,94.3,37.6,4.2,0,0
75.3,1304,3.6,0.2,0,0,0,0,21.1,0,0,0,0
2.2,1305,0,0,0,0,0,0,97.8,85.5,57.9,9.3,0.3
71.5,1306,1.5,0,0,0,0,0,27,0.6,0,0,0
25.3,1307,74.7,47.2,18.8,3.6,0.2,0,0,0,0,0,0
41.2,1308,45.2,12,0.4,0,0,0,13.6,1.3,0,0,0
9.6,1309,3.2,0,0,0,0,0,87.2,68.9,30.5,9.1,0
0.1,1310,0,0,0,0,0,0,99.9,88.6,65.4,20.7,0.4
11.4,1311,0,0,0,0,0,0,88.6,27.8,10.2,0.8,0
1.2,1312,0,0,0,0,0,0,98.8,63.8,8.5,0,0
0,1313,0,0,0,0,0,0,99.9,99.8,96.8,78.6,57.2
0,1314,0,0,0,0,0,0,100,100,58.1,8.9,0.6
69.9,1315,18,0.3,0,0,0,0,12,0,0,0,0
0,1316,100,99,87.6,41.3,1.1,0,0,0,0,0,0
65.1,1317,34.8,14.2,7.8,1,0,0,0.1,0,0,0,0
28.1,1318,2.8,0,0,0,0,0,69.1,12.2,0,0,0
22.4,1319,5,0,0,0,0,0,72.6,52.7,19.8,2.3,0
9.8,1320,0,0,0,0,0,0,90.2,54.5,12,1.1,0
0,1321,0,0,0,0,0,0,100,75.5,37.3,7.4,0
84.9,1322,0,0,0,0,0,0,15.1,0.6,0,0,0
59.5,1323,40.5,0,0,0,0,0,0,0,0,0,0
49.4,1324,50.6,3.1,0,0,0,0,0,0,0,0,0
13.6,1325,0,0,0,0,0,0,86.3,73.2,50.5,17,5.1
0.1,1326,0,0,0,0,0,0,99.9,95.2,78.2,43.8,13.6
51.8,1327,0,0,0,0,0,0,48.2,7.9,2.5,0,0
83.8,1328,10.8,0,0,0,0,0,5.4,1.2,0,0,0
92.3,1329,6,0.1,0,0,0,0,1.7,0,0,0,0
0.8,1330,0,0,0,0,0,0,99.3,65.9,39.7,20,1
3.7,1331,0,0,0,0,0,0,96.4,90.7,52.3,27.9,9.6
0.4,1332,0,0,0,0,0,0,99.6,96.7,79.9,30.9,4.4
0,1333,0,0,0,0,0,0,100,100,76.5,47.1,33.7
1.4,1334,0,0,0,0,0,0,98.7,43.3,3,0,0
25.3,1335,74.7,25.8,2.4,0,0,0,0,0,0,0,0
62.7,1336,24.7,15.5,4.9,0.9,0,0,12.6,0,0,0,0
16.2,1337,0,0,0,0,0,0,83.8,71.9,46.8,12.1,2.1
11.2,1338,88.9,26.9,1.5,0,0,0,0,0,0,0,0
79.4,1339,7.1,0,0,0,0,0,13.6,0,0,0,0
93.6,1340,6.3,0,0,0,0,0,0.1,0,0,0,0
62.8,1341,27.4,0.4,0,0,0,0,9.8,0.1,0,0,0
63.8,1342,24.9,0.8,0,0,0,0,11.2,0.9,0,0,0
84.4,1343,0,0,0,0,0,0,15.7,9,0.4,0,0
89.6,1344,0,0,0,0,0,0,10.4,0,0,0,0
97.6,1345,0,0,0,0,0,0,2.4,0,0,0,0
76.2,1346,0,0,0,0,0,0,23.8,1.6,0,0,0
27.9,1347,72.2,25.9,2,0,0,0,0,0,0,0,0
31.6,1348,68.1,0,0,0,0,0,0.3,0,0,0,0
56.4,1349,15.2,0,0,0,0,0,28.5,14.3,3.6,0,0
0.4,1350,99.6,68,13.4,0,0,0,0,0,0,0,0
33.5,1351,66.6,11.3,0.3,0,0,0,0,0,0,0,0
58.8,1352,41.1,0,0,0,0,0,0.1,0,0,0,0
9.2,1353,0,0,0,0,0,0,90.8,60,18.8,0,0
15.7,1354,0,0,0,0,0,0,84.3,73.7,32.2,2.3,0
7.1,1355,92.9,8.9,0,0,0,0,0,0,0,0,0
13,1356,0,0,0,0,0,0,86.9,32.6,5.5,0.8,0
0.2,1357,0,0,0,0,0,0,99.8,86,49.5,17.2,5.8
9.6,1358,0.5,0,0,0,0,0,90,78.8,53,18.9,2.6
1.3,1359,0,0,0,0,0,0,98.7,78.7,9.1,0,0
0,1360,100,93.2,29.8,1.6,0,0,0,0,0,0,0
6.5,1361,93.5,67.6,38.3,6.4,0,0,0,0,0,0,0
9.4,1362,90.7,45,7.3,0,0,0,0,0,0,0,0
10.9,1363,89.1,43.3,8.8,0,0,0,0,0,0,0,0
36.5,1364,63.5,0.2,0,0,0,0,0,0,0,0,0
81.1,1365,12.6,0,0,0,0,0,6.3,0,0,0,0
27.9,1366,0,0,0,0,0,0,72.1,11.4,0.5,0,0
92.2,1367,4,0,0,0,0,0,3.7,0,0,0,0
9,1368,0,0,0,0,0,0,91,47.5,7.4,0,0
51.8,1369,48.3,1,0,0,0,0,0,0,0,0,0
12.3,1370,0,0,0,0,0,0,87.7,31.6,4.1,0,0
54,1371,18.6,0.7,0,0,0,0,27.4,0,0,0,0
54.9,1372,0,0,0,0,0,0,45.1,27.7,3.8,0,0
25.8,1373,0,0,0,0,0,0,74.2,1.5,0,0,0
9.5,1374,0,0,0,0,0,0,90.5,71.9,10.9,2.7,0.2
37.1,1375,62.9,19.5,0,0,0,0,0,0,0,0,0
4,1376,96.1,63.6,14.1,0,0,0,0,0,0,0,0
90.9,1377,6.4,0.8,0.1,0,0,0,2.7,0,0,0,0
52,1378,0,0,0,0,0,0,48,1.4,0,0,0
44.8,1379,52.8,27.8,2.9,0,0,0,2.4,0,0,0,0
11.3,1380,4.3,0.6,0,0,0,0,84.3,79.3,62.1,12.4,0
23.3,1381,16,7.9,1.5,0,0,0,60.6,23.2,6.2,0,0
56.6,1382,17.1,6.9,1.3,0,0,0,26.2,9.9,7,4.3,0
14.8,1383,0,0,0,0,0,0,85.3,43.2,15.3,2,0.4
67.1,1384,0.8,0,0,0,0,0,32.1,1,0,0,0
40.1,1385,0,0,0,0,0,0,60,2.9,0,0,0
21.7,1386,0,0,0,0,0,0,78.3,25.3,0.5,0,0
60.8,1387,8,0,0,0,0,0,31.2,0.1,0,0,0
79.5,1388,19.9,4.9,0,0,0,0,0.5,0,0,0,0
26.5,1389,73.6,39,13.7,2.2,0,0,0,0,0,0,0
2.3,1390,97.7,70.6,14.7,0,0,0,0,0,0,0,0
36.1,1391,63.9,3.4,0,0,0,0,0,0,0,0,0
50,1392,5.1,0,0,0,0,0,44.9,15.2,1.5,0,0
98.9,1393,0,0,0,0,0,0,1.1,0,0,0,0
4.8,1394,0,0,0,0,0,0,95.1,44.5,1.7,0,0
56.3,1395,0,0,0,0,0,0,43.7,2,0,0,0
66.3,1396,2.6,0,0,0,0,0,31.1,1.3,0,0,0
4.4,1397,95.6,24.9,0.8,0.1,0,0,0,0,0,0,0
44.9,1398,55.1,13.3,0.5,0,0,0,0,0,0,0,0
2.2,1399,97.7,67,46.6,29.4,12.3,0,0,0,0,0,0
28.3,1400,71.8,26.7,1.1,0,0,0,0,0,0,0,0
87,1401,13,0,0,0,0,0,0,0,0,0,0
44.5,1402,55.5,10.4,0,0,0,0,0,0,0,0,0
46.7,1403,52,5.5,0,0,0,0,1.4,0,0,0,0
4.9,1404,0,0,0,0,0,0,95.2,43,5.3,0,0
82.6,1405,0,0,0,0,0,0,17.5,0,0,0,0
13.1,1406,0,0,0,0,0,0,86.9,26.2,0,0,0
34,1407,66,17.2,2.8,0,0,0,0,0,0,0,0
78.6,1408,5.2,0,0,0,0,0,16.2,4.8,0.2,0,0
4.1,1409,0,0,0,0,0,0,95.9,69.7,24.1,1.4,0
80.6,1410,19,0,0,0,0,0,0.5,0,0,0,0
33.3,1411,59.4,1.4,0,0,0,0,7.3,0,0,0,0
53.5,1412,3.7,0,0,0,0,0,42.7,1.1,0,0,0
3.3,1413,96.7,53.3,3.5,0,0,0,0,0,0,0,0
4.3,1414,0,0,0,0,0,0,95.8,64.5,21.8,0.3,0
65.8,1415,32.3,1.4,0,0,0,0,1.9,0,0,0,0
55.1,1416,44.6,19.9,8,1.6,0,0,0.2,0,0,0,0
28.4,1417,9.1,0.6,0,0,0,0,62.5,3.5,0,0,0
69.5,1418,0,0,0,0,0,0,30.5,12.8,3,0,0
73.6,1419,18.9,0,0,0,0,0,7.5,0,0,0,0
33.1,1420,0,0,0,0,0,0,66.9,24.2,9.5,0,0
22,1421,75.7,9.6,0,0,0,0,2.3,0.3,0,0,0
89.4,1422,4.9,0,0,0,0,0,5.8,0.5,0,0,0
10.7,1423,88.7,44.7,3.1,0.6,0,0,0.6,0.3,0,0,0
83.2,1424,0.1,0,0,0,0,0,16.8,2.6,0.6,0,0
86.4,1425,0,0,0,0,0,0,13.7,2.2,0,0,0
25.2,1426,0.9,0,0,0,0,0,73.9,38.1,12.2,0.4,0
6,1427,0,0,0,0,0,0,94,66,24,2.9,0
6.6,1428,0,0,0,0,0,0,93.4,79.3,64.1,28.8,4.9
79.8,1429,2.1,0,0,0,0,0,18.1,3.5,0,0,0
62.8,1430,0,0,0,0,0,0,37.3,5.1,0,0,0
27.3,1431,0,0,0,0,0,0,72.7,18.1,0,0,0
100,1432,0,0,0,0,0,0,0,0,0,0,0
28.7,1433,6.4,0,0,0,0,0,64.9,19,1.3,0,0
41.5,1434,4.1,0.3,0,0,0,0,54.4,18.9,0.8,0,0
56.2,1435,42.8,18.3,0,0,0,0,0.9,0,0,0,0
73.5,1436,26.5,1,0,0,0,0,0,0,0,0,0
13.4,1437,86.6,9,2,0,0,0,0,0,0,0,0
1.5,1438,98.4,74,1.4,0,0,0,0,0,0,0,0
16.7,1439,83.2,15.9,0.1,0,0,0,0,0,0,0,0
48.7,1440,0,0,0,0,0,0,51.3,0,0,0,0
1.9,1441,0,0,0,0,0,0,98.1,66.4,21.5,1.5,0.3
23.3,1442,76.6,24.4,3.2,0,0,0,0,0,0,0,0
53.3,1443,38.3,0,0,0,0,0,8.4,0.8,0,0,0
36.7,1444,59,29.7,3.2,0,0,0,4.3,0,0,0,0
18.3,1445,81.7,38.4,4,0,0,0,0,0,0,0,0
19.7,1446,80.3,4.5,0,0,0,0,0,0,0,0,0
91.8,1447,1.9,0,0,0,0,0,6.3,0,0,0,0
28,1448,72.1,30.1,0.8,0,0,0,0,0,0,0,0
21.5,1449,78.5,29.1,0,0,0,0,0,0,0,0,0
5.5,1450,94.5,51.7,2.1,0,0,0,0,0,0,0,0
32.3,1451,0,0,0,0,0,0,67.7,5.6,0,0,0
83.6,1452,0.1,0,0,0,0,0,16.3,0,0,0,0
40.4,1453,0,0,0,0,0,0,59.6,6.5,0,0,0
85,1454,8.7,0,0,0,0,0,6.4,0.1,0,0,0
2.3,1455,97.8,90,64.5,18.6,0,0,0,0,0,0,0
3.2,1456,96.8,32.1,0.4,0,0,0,0,0,0,0,0
19.9,1457,73,4.6,0,0,0,0,7,1.3,0,0,0
26.8,1458,0,0,0,0,0,0,73.1,6.2,0,0,0
52.6,1459,47.5,3,0,0,0,0,0,0,0,0,0
27,1460,71.3,49.1,27.3,14.4,7.8,0,1.7,0,0,0,0
43.3,1461,55.5,29.3,4.5,0,0,0,1.2,0,0,0,0
16.5,1462,0,0,0,0,0,0,83.4,47,10.3,0,0
45.6,1463,0,0,0,0,0,0,54.4,21.7,1.2,0,0
17.2,1464,82.8,76.9,43.1,10.5,0,0,0,0,0,0,0
7.1,1465,92.9,48.8,2.4,0,0,0,0,0,0,0,0
17.8,1466,5.8,0,0,0,0,0,76.4,52.1,13.1,0.4,0
7.6,1467,0,0,0,0,0,0,92.4,81.4,71.1,26.4,9.5
51.3,1468,2.8,0.6,0.1,0,0,0,45.8,0,0,0,0
86.5,1469,2.6,0,0,0,0,0,10.9,0,0,0,0
94.4,1470,3.2,0.1,0,0,0,0,2.5,0,0,0,0
0,1471,100,99.5,67.5,4.9,0,0,0,0,0,0,0
14.2,1472,85.8,27,1,0,0,0,0,0,0,0,0
67.6,1473,31,0,0,0,0,0,1.4,0,0,0,0
50.9,1474,31.4,14,8.1,0.6,0,0,17.7,7.7,0.6,0,0
20.7,1475,79.2,49,23.8,7.9,1.2,0,0,0,0,0,0
90.4,1476,1.6,0,0,0,0,0,8.1,0,0,0,0
7.5,1477,0,0,0,0,0,0,92.5,49.2,4.5,0,0
4.4,1478,0,0,0,0,0,0,95.7,35.8,2,0,0
65.2,1479,33.3,4.6,0.1,0,0,0,1.6,0,0,0,0
21.5,1480,76.4,36.6,1,0,0,0,2.1,0,0,0,0
98,1481,0.6,0,0,0,0,0,1.5,0,0,0,0
8.6,1482,0,0,0,0,0,0,91.5,27.4,2,0,0
99.1,1483,1,0,0,0,0,0,0,0,0,0,0
0,1484,0,0,0,0,0,0,100.1,99.6,97.7,62.7,29.8
6.9,1485,0,0,0,0,0,0,93.1,65.7,36,6.2,0
0,1486,0,0,0,0,0,0,100,71.1,38.7,4.1,0
32.9,1487,52.5,13.5,0,0,0,0,14.6,0,0,0,0
66.6,1488,31.3,6.2,0,0,0,0,2.1,0,0,0,0
47,1489,1.3,0,0,0,0,0,51.7,0.2,0,0,0
10.5,1490,0,0,0,0,0,0,89.5,21.7,0,0,0
0.3,1491,0,0,0,0,0,0,99.7,91.6,64.5,29.1,8.7
34.1,1492,7.7,1.3,0,0,0,0,58.1,7.6,0,0,0
97.9,1493,0.8,0,0,0,0,0,1.4,0,0,0,0
47.9,1494,1.4,0,0,0,0,0,50.7,5.1,0,0,0
0,1495,100,96.2,66,18.3,0,0,0,0,0,0,0
12.5,1496,87.5,46.6,27.4,7.3,0,0,0,0,0,0,0
69.4,1497,30.6,1.9,0,0,0,0,0,0,0,0,0
0.5,1498,0,0,0,0,0,0,99.6,82.1,44.8,2.4,0
71.7,1499,2.3,0,0,0,0,0,26,15,7.3,1,0
2.9,1500,97.1,85.7,61.8,22.1,1.4,0,0,0,0,0,0
21.5,1501,78.5,11.3,0,0,0,0,0,0,0,0,0
77.8,1502,12,1.7,0,0,0,0,10.2,0.2,0,0,0
93.4,1503,5.1,0,0,0,0,0,1.6,0,0,0,0
51.2,1504,0,0,0,0,0,0,48.8,0,0,0,0
52.4,1505,39.2,16.5,1.8,0,0,0,8.3,0,0,0,0
0,1506,100.1,99.1,63.5,32,11.6,0,0,0,0,0,0
79.6,1507,0.3,0,0,0,0,0,20.1,4.7,0,0,0
21.9,1508,0,0,0,0,0,0,78.1,32.6,10.5,0,0
7,1509,0,0,0,0,0,0,93,85,53.6,26.5,7.2
32.5,1510,65.9,11.2,0,0,0,0,1.6,0,0,0,0
25.3,1511,1,0,0,0,0,0,73.6,26.4,13.5,0,0
21.5,1512,0.2,0,0,0,0,0,78.3,6.6,0,0,0
47.5,1513,6,0,0,0,0,0,46.4,7,0,0,0
32.1,1514,0,0,0,0,0,0,67.9,39,13.1,0,0
83.2,1515,15.7,0.7,0.1,0,0,0,1.2,0,0,0,0
42.5,1516,57.5,4.8,0,0,0,0,0,0,0,0,0
24.4,1517,75.6,30.5,2.1,0,0,0,0,0,0,0,0
57.6,1518,42,4.9,1.4,0.4,0.1,0,0.4,0,0,0,0
16.2,1519,0,0,0,0,0,0,83.8,38.5,1.1,0,0
83.7,1520,4.6,0,0,0,0,0,11.7,0.5,0,0,0
31.7,1521,16.5,4.1,0.1,0,0,0,51.9,38.8,26.4,14,2.7
0.6,1522,99.5,87.6,52.4,3.9,0,0,0,0,0,0,0
26.7,1523,56.8,7.6,0,0,0,0,16.5,8,1.3,0,0
53.2,1524,21,1,0,0,0,0,25.7,12.6,6.4,1.1,0
78.6,1525,0,0,0,0,0,0,21.4,12.9,4.3,0,0
1.6,1526,0,0,0,0,0,0,98.4,79.1,25,3.9,0
72.5,1527,3.2,0,0,0,0,0,24.4,0,0,0,0
26.1,1528,73.9,3,0,0,0,0,0,0,0,0,0
68.5,1529,15.3,5.8,0.6,0,0,0,16.3,3.7,0,0,0
57.6,1530,0.5,0,0,0,0,0,41.9,17.8,2.4,0,0
76.8,1531,23.2,6.5,0,0,0,0,0,0,0,0,0
0,1532,99.9,85.9,54.2,30,6,0,0,0,0,0,0
38.9,1533,61.1,20.2,8.5,0.2,0,0,0,0,0,0,0
72.7,1534,12.3,3.6,0,0,0,0,15.1,0,0,0,0
56.9,1535,0,0,0,0,0,0,43.1,1.9,0,0,0
0,1536,0,0,0,0,0,0,100,95.9,56.6,4.6,0
0.2,1537,0,0,0,0,0,0,99.9,76.1,5,0,0
15.5,1538,84.4,47,0.3,0,0,0,0.1,0,0,0,0
60.5,1539,0,0,0,0,0,0,39.5,7.4,2.1,0.6,0
10.2,1540,0,0,0,0,0,0,89.8,61.1,24.9,12.3,0.8
45,1541,0.7,0,0,0,0,0,54.4,3.2,0,0,0
0,1542,100.1,99.7,84.3,39.6,2.1,0,0,0,0,0,0
70.3,1543,29.7,8.7,0,0,0,0,0,0,0,0,0
59.1,1544,41,5.8,0,0,0,0,0,0,0,0,0
24,1545,75.9,31.2,0,0,0,0,0,0,0,0,0
95.9,1546,0,0,0,0,0,0,4.1,0,0,0,0
33.4,1547,66.6,0,0,0,0,0,0,0,0,0,0
69.1,1548,30.9,0,0,0,0,0,0,0,0,0,0
20.8,1549,0,0,0,0,0,0,79.2,49.6,21.5,8,2.3
5.6,1550,0,0,0,0,0,0,94.4,61.9,0.7,0,0
76.3,1551,2.1,0,0,0,0,0,21.7,3.7,0,0,0
92.5,1552,2.7,0,0,0,0,0,4.9,0.3,0,0,0
7,1553,0,0,0,0,0,0,93,65.1,27.7,1.3,0
55.2,1554,0,0,0,0,0,0,44.8,8.5,0,0,0
7.5,1555,0,0,0,0,0,0,92.6,67.3,22.3,4,0
2.5,1556,0,0,0,0,0,0,97.5,81,51.2,15.7,0.6
27.8,1557,0,0,0,0,0,0,72.2,55.2,20.2,0,0
55.7,1558,44.3,5,0,0,0,0,0,0,0,0,0
98.2,1559,1.8,0,0,0,0,0,0,0,0,0,0
64.3,1560,7.3,0,0,0,0,0,28.5,0.6,0,0,0
60.5,1561,36,0,0,0,0,0,3.6,0,0,0,0
74.4,1562,21.7,0,0,0,0,0,3.9,0,0,0,0
90.2,1563,0,0,0,0,0,0,9.8,0,0,0,0
0.4,1564,0,0,0,0,0,0,99.6,68.3,29.9,7.2,0.2
0,1565,0,0,0,0,0,0,100,87.8,55.5,11.4,0
89.1,1566,0,0,0,0,0,0,10.9,0,0,0,0
23.6,1567,76.4,0.8,0,0,0,0,0,0,0,0,0
78.2,1568,3,0,0,0,0,0,18.8,6.6,0.2,0,0
15.5,1569,0,0,0,0,0,0,84.6,7.8,0,0,0
75.8,1570,0.7,0,0,0,0,0,23.5,0,0,0,0
72.2,1571,13,1.7,0,0,0,0,14.8,0,0,0,0
79.8,1572,2.2,0,0,0,0,0,18,3.5,0,0,0
7.6,1573,92.5,30.9,0.7,0,0,0,0,0,0,0,0
11.1,1574,88.5,30.8,0.3,0,0,0,0.3,0,0,0,0
70.7,1575,29.3,0,0,0,0,0,0,0,0,0,0
24.5,1576,75.5,2.5,0,0,0,0,0,0,0,0,0
53.1,1577,0,0,0,0,0,0,46.9,6.5,0,0,0
77.8,1578,0,0,0,0,0,0,22.1,8.3,1.2,0,0
0.3,1579,99.7,61.8,14.3,2.3,0.2,0,0,0,0,0,0
29.1,1580,71,54.1,32.6,10.9,2.8,0,0,0,0,0,0
44,1581,40.5,11.6,0,0,0,0,15.5,0,0,0,0
81.3,1582,9.1,0,0,0,0,0,9.6,0.8,0,0,0
20,1583,79.9,32.4,2.9,0,0,0,0.1,0,0,0,0
0,1584,100,85.5,56.2,33.7,10,0,0,0,0,0,0
0,1585,100,99.3,81.7,38,0.3,0,0,0,0,0,0
98.9,1586,0,0,0,0,0,0,1.1,0,0,0,0
54.7,1587,8.1,0.5,0,0,0,0,37.2,10,0.3,0,0
